Id,Genotype,Milieu,Plate,PR_length,Tortuosity,RootArea,LR_length,Grouping,Plants/group,distanceFromHypocotyl,ShootArea,Chlorophyll
A1_1,Col_0,Milieu_1,Plate_1,3.176,1.092,0.225,9.60,1,5,2.569,0.094,1.603
A1_2,Col_0,Milieu_1,Plate_1,1.525,1.085,0.055,1.00,2,1,0.000,0.017,0.264
A1_3,Col_0,Milieu_1,Plate_1,1.134,1.081,0.225,9.60,1,5,2.569,0.015,0.175
A1_4,Col_0,Milieu_1,Plate_1,0.816,1.030,0.016,0.00,4,1,0.000,0.017,0.183
A1_5,Col_0,Milieu_1,Plate_1,5.99,1.105,0.297,10.36,3,11,2.699,0.068,1.310
A1_6,Col_0,Milieu_1,Plate_1,6.638,1.064,0.297,10.36,3,11,2.699,0.083,1.605
A1_7,Col_0,Milieu_1,Plate_1,6.407,1.178,0.297,10.36,3,11,2.699,0.136,2.777
A1_8,Col_0,Milieu_1,Plate_1,4.743,1.087,0.297,10.36,3,11,2.699,0.146,2.896
A1_9,Col_0,Milieu_1,Plate_1,6.232,1.080,0.297,10.36,3,11,2.699,0.047,0.913
A1_10,Col_0,Milieu_1,Plate_1,7.076,1.120,0.396,18.00,6,1,1.905,0.131,2.601
A1_11,Col_0,Milieu_1,Plate_1,7.379,1.077,0.297,10.36,3,11,2.699,0.103,2.565
A1_12,Col_0,Milieu_1,Plate_1,10.335,1.117,0.297,10.36,3,11,2.699,0.078,2.207
A1_13,Col_0,Milieu_1,Plate_1,10.417,1.089,0.297,10.36,3,11,2.699,0.081,2.590
A1_14,Col_0,Milieu_1,Plate_1,11.232,1.154,0.297,10.36,3,11,2.699,0.191,5.549
A1_15,Col_0,Milieu_1,Plate_1,5.319,1.130,0.297,10.36,3,11,2.699,0.204,5.359
A1_16,Col_0,Milieu_1,Plate_1,10.171,1.142,0.297,10.36,3,11,2.699,0.116,3.348
A1_17,Col_0,Milieu_1,Plate_1,0.873,1.047,0.031,3.00,5,1,0.253,0.028,0.758
A1_18,Col_0,Milieu_1,Plate_1,10.206,1.079,0.225,9.60,1,5,2.569,0.250,5.416
A1_19,Col_0,Milieu_1,Plate_1,8.004,1.085,0.225,9.60,1,5,2.569,0.169,3.777
A1_20,Col_0,Milieu_1,Plate_1,3.832,1.089,0.225,9.60,1,5,2.569,0.041,1.194
A2_1,Col_0,Milieu_1,Plate_2,1.143,1.127,0.030,2.00,3,1,0.019,0.024,0.293
A2_2,Col_0,Milieu_1,Plate_2,6.391,1.078,0.315,14.00,1,2,2.381,0.163,2.571
A2_3,Col_0,Milieu_1,Plate_2,0.848,1.071,0.020,1.00,5,1,0.000,0.018,0.158
A2_4,Col_0,Milieu_1,Plate_2,2.461,1.074,0.191,6.00,6,5,2.571,0.025,0.389
A2_5,Col_0,Milieu_1,Plate_2,0.487,1.083,0.191,6.00,6,5,2.571,0.014,0.134
A2_6,Col_0,Milieu_1,Plate_2,7.081,1.082,0.290,13.00,8,1,1.673,0.072,1.296
A2_7,Col_0,Milieu_1,Plate_2,5.739,1.069,0.159,6.25,9,4,2.955,0.140,2.197
A2_8,Col_0,Milieu_1,Plate_2,0.761,1.087,0.159,6.25,9,4,2.955,0.018,0.223
A2_9,Col_0,Milieu_1,Plate_2,1.895,1.061,0.035,1.00,11,1,0.000,0.024,0.335
A2_10,Col_0,Milieu_1,Plate_2,10.62,1.110,0.159,6.25,9,4,2.955,0.185,3.078
A2_11,Col_0,Milieu_1,Plate_2,4.184,1.072,0.159,6.25,9,4,2.955,0.115,2.157
A2_12,Col_0,Milieu_1,Plate_2,2.664,1.079,0.055,1.00,10,1,0.000,0.024,0.392
A2_13,Col_0,Milieu_1,Plate_2,10.239,1.082,0.191,6.00,6,5,2.571,0.021,0.347
A2_14,Col_0,Milieu_1,Plate_2,4.371,1.083,0.191,6.00,6,5,2.571,0.130,2.059
A2_15,Col_0,Milieu_1,Plate_2,5.218,1.074,0.191,6.00,6,5,2.571,0.107,1.809
A2_16,Col_0,Milieu_1,Plate_2,2.638,1.057,0.063,2.00,4,1,0.933,0.028,0.402
A2_17,Col_0,Milieu_1,Plate_2,9.805,1.082,0.315,14.00,1,2,2.381,0.016,0.226
A2_18,Col_0,Milieu_1,Plate_2,3.108,1.084,0.129,6.00,2,1,0.100,0.159,2.506
A2_19,Col_0,Milieu_1,Plate_2,10.268,1.105,0.340,13.00,7,2,2.476,0.098,1.720
A2_20,Col_0,Milieu_1,Plate_2,4.474,1.078,0.340,13.00,7,2,2.476,0.105,1.939
B1_1,Col_0,Milieu_2,Plate_1,6.252,1.144,0.274,9.67,1,3,1.736,0.241,5.138
B1_2,Col_0,Milieu_2,Plate_1,6.881,1.138,0.274,9.67,1,3,1.736,0.151,3.390
B1_3,Col_0,Milieu_2,Plate_1,7.523,1.150,0.303,11,2,4,2.302,0.143,2.556
B1_4,Col_0,Milieu_2,Plate_1,7.57,1.106,0.303,11,2,4,2.302,0.064,1.388
B1_5,Col_0,Milieu_2,Plate_1,7.002,1.147,0.236,9,4,1,2.147,0.074,1.927
B1_6,Col_0,Milieu_2,Plate_1,7.35,1.151,0.390,14,5,1,2.367,0.058,1.498
B1_7,Col_0,Milieu_2,Plate_1,7.622,1.106,0.314,13.17,3,6,2.215,0.178,3.935
B1_8,Col_0,Milieu_2,Plate_1,7.557,1.121,0.314,13.17,3,6,2.215,0.094,1.755
B1_9,Col_0,Milieu_2,Plate_1,5.396,1.132,0.153,5,7,1,1.573,0.085,1.398
B1_10,Col_0,Milieu_2,Plate_1,7.557,1.157,0.240,9,6,1,1.134,0.111,2.238
B1_11,Col_0,Milieu_2,Plate_1,1.006,1.261,0.028,2,8,1,0.378,0.004,0.009
B1_12,Col_0,Milieu_2,Plate_1,9.864,1.132,0.314,13.17,3,6,2.215,0.130,2.707
B1_13,Col_0,Milieu_2,Plate_1,3.614,1.174,0.314,13.17,3,6,2.215,0.137,3.029
B1_14,Col_0,Milieu_2,Plate_1,7.051,1.207,0.314,13.17,3,6,2.215,0.205,4.412
B1_15,Col_0,Milieu_2,Plate_1,10.015,1.102,0.314,13.17,3,6,2.215,0.002,0.026
B1_16,Col_0,Milieu_2,Plate_1,4.442,1.130,0.303,11,2,4,2.302,0.138,2.925
B1_17,Col_0,Milieu_2,Plate_1,8.147,1.119,0.303,11,2,4,2.302,0.076,1.796
B1_18,Col_0,Milieu_2,Plate_1,5.105,1.126,0.274,9.67,1,3,1.736,0.137,3.236
B2_1,Col_0,Milieu_2,Plate_2,5.654,1.091,0.293,10.14,1,7,2.389,0.117,2.388
B2_2,Col_0,Milieu_2,Plate_2,7.032,1.127,0.293,10.14,1,7,2.389,0.133,2.629
B2_3,Col_0,Milieu_2,Plate_2,8.044,1.182,0.293,10.14,1,7,2.389,0.051,1.176
B2_4,Col_0,Milieu_2,Plate_2,5.181,1.117,0.172,3.00,2,1,1.195,0.121,1.891
B2_5,Col_0,Milieu_2,Plate_2,7.885,1.131,0.408,13.63,3,8,2.810,0.168,3.612
B2_6,Col_0,Milieu_2,Plate_2,8.202,1.139,0.408,13.63,3,8,2.810,0.109,2.057
B2_7,Col_0,Milieu_2,Plate_2,8.104,1.132,0.408,13.63,3,8,2.810,0.073,1.482
B2_8,Col_0,Milieu_2,Plate_2,8.136,1.135,0.408,13.63,3,8,2.810,0.172,3.601
B2_9,Col_0,Milieu_2,Plate_2,7.013,1.109,0.408,13.63,3,8,2.810,0.056,1.162
B2_10,Col_0,Milieu_2,Plate_2,7.844,1.118,0.308,8.00,5,1,2.108,0.138,2.496
B2_11,Col_0,Milieu_2,Plate_2,8.617,1.103,0.408,13.63,3,8,2.810,0.071,1.203
B2_12,Col_0,Milieu_2,Plate_2,6.072,1.176,0.408,13.63,3,8,2.810,0.103,2.281
B2_13,Col_0,Milieu_2,Plate_2,11.356,1.118,0.408,13.63,3,8,2.810,0.100,1.990
B2_14,Col_0,Milieu_2,Plate_2,3.524,1.110,0.093,3.00,4,1,0.440,0.123,2.674
B2_15,Col_0,Milieu_2,Plate_2,9.238,1.134,0.293,10.14,1,7,2.389,0.076,1.423
B2_16,Col_0,Milieu_2,Plate_2,10.172,1.149,0.293,10.14,1,7,2.389,0.156,3.118
B2_17,Col_0,Milieu_2,Plate_2,6.167,1.166,0.293,10.14,1,7,2.389,0.120,2.447
B2_18,Col_0,Milieu_2,Plate_2,3.573,1.134,0.293,10.14,1,7,2.389,0.050,0.975
C1_1,Col_0,Milieu_3,Plate_1,3.936,1.111,0.141,8,1,1,1.106,0.096,2.782
C1_2,Col_0,Milieu_3,Plate_1,1.6,1.069,0.036,0,3,1,0.000,0.019,0.343
C1_3,Col_0,Milieu_3,Plate_1,2.635,1.079,0.066,1,5,1,0.000,0.012,0.286
C1_4,Col_0,Milieu_3,Plate_1,9.203,1.080,0.278,9,2,1,1.342,0.127,3.168
C1_5,Col_0,Milieu_3,Plate_1,6.255,1.081,0.184,6,4,1,1.804,0.016,0.329
C1_6,Col_0,Milieu_3,Plate_1,10.311,1.091,0.407,15,6,1,1.923,0.185,4.196
C1_7,Col_0,Milieu_3,Plate_1,5.55,1.096,0.174,8,7,3,2.096,0.132,3.254
C1_8,Col_0,Milieu_3,Plate_1,4.089,1.123,0.174,8,7,3,2.096,0.039,0.798
C1_9,Col_0,Milieu_3,Plate_1,9.681,1.083,0.174,8,7,3,2.096,0.169,3.633
C1_10,Col_0,Milieu_3,Plate_1,0.607,1.049,0.019,1,8,1,0.000,0.087,1.905
C1_11,Col_0,Milieu_3,Plate_1,0.2,1.214,0.007,0,10,1,0.000,0.014,0.264
C1_12,Col_0,Milieu_3,Plate_1,2.159,1.213,0.080,2,11,1,0.539,0.039,0.840
C1_13,Col_0,Milieu_3,Plate_1,10.313,1.085,0.168,5.5,9,2,2.573,0.066,1.578
C1_14,Col_0,Milieu_3,Plate_1,0.835,1.042,0.168,5.5,9,2,2.573,0.014,0.200
C1_15,Col_0,Milieu_3,Plate_1,6.527,1.121,0.200,9,12,1,2.087,0.137,3.299
C1_16,Col_0,Milieu_3,Plate_1,0.151,1.262,0.007,1,15,1,0.000,0.111,2.828
C1_17,Col_0,Milieu_3,Plate_1,3.64,1.089,0.157,5,14,1,0.000,0.073,2.108
C1_18,Col_0,Milieu_3,Plate_1,0.913,1.073,0.018,0,16,1,0.000,0.015,0.346
C1_19,Col_0,Milieu_3,Plate_1,0.185,1.065,0.008,0,13,1,0.000,0.011,0.164
C2_1,Col_0,Milieu_3,Plate_2,3.273,1.090,0.113,5,1,1,0.618,0.089,1.856
C2_2,Col_0,Milieu_3,Plate_2,5.654,1.084,0.192,6,3,2,1.881,0.112,2.331
C2_3,Col_0,Milieu_3,Plate_2,5.167,1.057,0.144,5,2,1,1.973,0.109,2.402
C2_4,Col_0,Milieu_3,Plate_2,5.981,1.081,0.192,6,3,2,1.881,0.110,2.431
C2_5,Col_0,Milieu_3,Plate_2,0.208,1.065,0.092,3,5,2,0.912,0.012,0.171
C2_6,Col_0,Milieu_3,Plate_2,0.105,1.054,0.009,1,6,1,0.000,0.117,2.447
C2_7,Col_0,Milieu_3,Plate_2,4.429,1.116,0.092,3,5,2,0.912,0.011,0.138
C2_8,Col_0,Milieu_3,Plate_2,7.081,1.093,0.231,13,4,1,2.151,0.141,2.691
C2_9,Col_0,Milieu_3,Plate_2,0.252,1.338,0.007,0,9,1,0.000,0.082,1.517
C2_10,Col_0,Milieu_3,Plate_2,6.821,1.067,0.192,5,7,1,0.712,0.083,1.782
C2_11,Col_0,Milieu_3,Plate_2,7.095,1.091,0.165,7.5,8,2,1.384,0.152,3.149
C2_12,Col_0,Milieu_3,Plate_2,3.687,1.106,0.165,7.5,8,2,1.384,0.061,0.938
C2_13,Col_0,Milieu_3,Plate_2,7.154,1.098,0.163,5.5,10,4,1.634,0.123,2.732
C2_14,Col_0,Milieu_3,Plate_2,4.692,1.121,0.163,5.5,10,4,1.634,0.079,1.748
C2_15,Col_0,Milieu_3,Plate_2,2.516,1.092,0.163,5.5,10,4,1.634,0.023,0.365
C2_16,Col_0,Milieu_3,Plate_2,4.638,1.123,0.163,5.5,10,4,1.634,0.116,2.591
C2_17,Col_0,Milieu_3,Plate_2,3.849,1.068,0.114,5,11,1,0.881,0.062,1.201
C2_18,Col_0,Milieu_3,Plate_2,0.725,1.045,0.018,1,13,1,0.000,0.013,0.186
C2_19,Col_0,Milieu_3,Plate_2,3.384,1.099,0.155,4,12,1,1.125,0.057,1.108
C2_20,Col_0,Milieu_3,Plate_2,0.894,1.057,0.019,0,14,1,0.000,0.018,0.263
C2_21,Col_0,Milieu_3,Plate_2,0.209,1.077,0.004,0,15,1,0.000,0.007,0.116
D1_1,Col_0,Milieu_4,Plate_1,8.186,1.152,0.304,12,1,3,2.297,0.218,4.506
D1_2,Col_0,Milieu_4,Plate_1,4.757,1.117,0.274,10,2,1,0.780,0.275,5.361
D1_3,Col_0,Milieu_4,Plate_1,5.477,1.119,0.304,12,1,3,2.297,0.094,1.841
D1_4,Col_0,Milieu_4,Plate_1,8.22,1.302,0.304,12,1,3,2.297,0.178,3.327
D1_5,Col_0,Milieu_4,Plate_1,8.288,1.172,0.274,14.5,3,2,1.799,0.323,6.845
D1_6,Col_0,Milieu_4,Plate_1,5.186,1.116,0.274,14.5,3,2,1.799,0.034,0.657
D1_7,Col_0,Milieu_4,Plate_1,8.229,1.149,0.397,15,4,10,2.515,0.349,7.566
D1_8,Col_0,Milieu_4,Plate_1,10.914,1.132,0.397,15,4,10,2.515,0.229,5.085
D1_9,Col_0,Milieu_4,Plate_1,8.511,1.119,0.397,15,4,10,2.515,0.228,4.427
D1_10,Col_0,Milieu_4,Plate_1,6.996,1.110,0.397,15,4,10,2.515,0.101,1.948
D1_11,Col_0,Milieu_4,Plate_1,8.326,1.142,0.397,15,4,10,2.515,0.356,7.834
D1_12,Col_0,Milieu_4,Plate_1,10.303,1.123,0.397,15,4,10,2.515,0.313,7.265
D1_13,Col_0,Milieu_4,Plate_1,8.103,1.123,0.397,15,4,10,2.515,0.125,2.400
D1_14,Col_0,Milieu_4,Plate_1,10.854,1.223,0.397,15,4,10,2.515,0.269,5.251
D1_15,Col_0,Milieu_4,Plate_1,8.486,1.161,0.397,15,4,10,2.515,0.110,2.321
D1_16,Col_0,Milieu_4,Plate_1,8.272,1.140,0.397,15,4,10,2.515,0.301,6.022
D2_1,Col_0,Milieu_4,Plate_2,8.157,1.151,0.304,12.6,1,5,2.148,0.199,4.338
D2_2,Col_0,Milieu_4,Plate_2,9.149,1.126,0.391,15,2,1,2.570,0.388,7.436
D2_3,Col_0,Milieu_4,Plate_2,8.188,1.322,0.304,12.6,1,5,2.148,0.322,7.372
D2_4,Col_0,Milieu_4,Plate_2,5.422,1.209,0.304,12.6,1,5,2.148,0.198,3.985
D2_5,Col_0,Milieu_4,Plate_2,5.182,1.115,0.304,12.6,1,5,2.148,0.172,3.565
D2_6,Col_0,Milieu_4,Plate_2,8.219,1.158,0.304,12.6,1,5,2.148,0.275,5.836
D2_7,Col_0,Milieu_4,Plate_2,8.116,1.116,0.399,15.3,3,10,2.846,0.189,3.894
D2_8,Col_0,Milieu_4,Plate_2,8.456,1.112,0.399,15.3,3,10,2.846,0.108,2.190
D2_9,Col_0,Milieu_4,Plate_2,10.677,1.100,0.399,15.3,3,10,2.846,0.326,5.467
D2_10,Col_0,Milieu_4,Plate_2,8.365,1.145,0.399,15.3,3,10,2.846,0.172,3.667
D2_11,Col_0,Milieu_4,Plate_2,10.808,1.124,0.399,15.3,3,10,2.846,0.275,4.659
D2_12,Col_0,Milieu_4,Plate_2,10.196,1.117,0.399,15.3,3,10,2.846,0.177,3.607
D2_13,Col_0,Milieu_4,Plate_2,7.718,1.112,0.399,15.3,3,10,2.846,0.242,4.817
D2_14,Col_0,Milieu_4,Plate_2,11.599,1.268,0.399,15.3,3,10,2.846,0.255,3.919
D2_15,Col_0,Milieu_4,Plate_2,2.645,1.202,0.399,15.3,3,10,2.846,0.101,2.023
D2_16,Col_0,Milieu_4,Plate_2,8.163,1.120,0.399,15.3,3,10,2.846,0.256,5.406
E1_1,Col_0,Milieu_5,Plate_1,3.328,1.092,0.085,0,2,1,0.000,0.053,0.609
E1_2,Col_0,Milieu_5,Plate_1,4.796,1.078,0.135,4,1,1,0.203,0.055,0.748
E1_3,Col_0,Milieu_5,Plate_1,7.124,1.088,0.340,10,3,1,1.573,0.223,3.531
E1_4,Col_0,Milieu_5,Plate_1,3.486,1.061,0.042,0,4,1,0.000,0.080,0.859
E1_5,Col_0,Milieu_5,Plate_1,3.661,1.060,0.100,2,5,1,0.130,0.047,0.624
E1_6,Col_0,Milieu_5,Plate_1,2.217,1.053,0.027,1,6,1,0.000,0.045,0.499
E1_7,Col_0,Milieu_5,Plate_1,2.746,1.069,0.072,1.5,7,2,0.481,0.035,0.311
E1_8,Col_0,Milieu_5,Plate_1,3.269,1.056,0.072,1.5,7,2,0.481,0.155,2.956
E1_9,Col_0,Milieu_5,Plate_1,1.918,1.076,0.034,0,8,1,0.000,0.032,0.293
E1_10,Col_0,Milieu_5,Plate_1,4.307,1.107,0.066,1,9,1,0.000,0.292,4.603
E1_11,Col_0,Milieu_5,Plate_1,3.56,1.052,0.035,0,11,1,0.000,0.138,2.715
E1_12,Col_0,Milieu_5,Plate_1,1.375,1.059,0.025,0,10,1,0.000,0.021,0.153
E1_13,Col_0,Milieu_5,Plate_1,1.488,1.023,0.026,1,12,1,0.000,0.042,0.416
E1_14,Col_0,Milieu_5,Plate_1,4.375,1.056,0.048,1,13,1,0.000,0.113,2.101
E1_15,Col_0,Milieu_5,Plate_1,4.457,1.045,0.160,4,14,1,0.621,0.083,1.339
E1_16,Col_0,Milieu_5,Plate_1,2.049,1.044,0.024,1,15,1,0.000,0.040,0.432
E1_17,Col_0,Milieu_5,Plate_1,5.235,1.045,0.182,7,17,1,1.402,0.095,1.410
E1_18,Col_0,Milieu_5,Plate_1,4.885,1.051,0.156,4,18,1,0.267,0.049,0.621
E1_19,Col_0,Milieu_5,Plate_1,2.586,1.062,0.081,1,16,1,0.000,0.029,0.361
E1_20,Col_0,Milieu_5,Plate_1,2.626,1.063,0.074,1,19,1,0.000,0.029,0.332
E2_1,Col_0,Milieu_5,Plate_2,4.365,1.076,0.117,4,1,1,0.309,0.122,2.081
E2_2,Col_0,Milieu_5,Plate_2,0.107,1.071,0.003,0,2,1,0.000,0.011,0.127
E2_3,Col_0,Milieu_5,Plate_2,5.829,1.072,0.199,5,3,1,0.831,0.231,4.187
E2_4,Col_0,Milieu_5,Plate_2,3.467,1.071,0.108,3,5,1,1.331,0.098,1.484
E2_5,Col_0,Milieu_5,Plate_2,3.724,1.053,0.113,5,4,1,0.746,0.089,1.475
E2_6,Col_0,Milieu_5,Plate_2,0.103,1.031,0.005,0,6,1,0.000,0.008,0.074
E2_7,Col_0,Milieu_5,Plate_2,3.937,1.057,0.096,1,7,1,0.000,0.063,0.860
E2_8,Col_0,Milieu_5,Plate_2,1.551,1.060,0.020,0,8,1,0.000,0.037,0.433
E2_9,Col_0,Milieu_5,Plate_2,4.87,1.050,0.122,2,9,1,0.918,0.141,2.467
E2_10,Col_0,Milieu_5,Plate_2,4.444,1.048,0.119,2,10,1,1.412,0.098,1.218
E2_11,Col_0,Milieu_5,Plate_2,0.45,1.071,0.004,0,11,1,0.000,0.018,0.336
E2_12,Col_0,Milieu_5,Plate_2,3.908,1.068,0.062,2,12,1,0.000,0.080,1.359
E2_13,Col_0,Milieu_5,Plate_2,2.146,1.061,0.028,0,13,1,0.000,0.097,1.078
E2_14,Col_0,Milieu_5,Plate_2,5.608,1.075,0.215,8,14,1,1.858,0.203,3.702
E2_15,Col_0,Milieu_5,Plate_2,1.836,1.078,0.029,1,15,1,0.000,0.032,0.361
E2_16,Col_0,Milieu_5,Plate_2,4.416,1.109,0.137,3,16,1,0.564,0.066,1.057
E2_17,Col_0,Milieu_5,Plate_2,1.942,1.111,0.100,3,17,2,1.550,0.071,0.739
E2_18,Col_0,Milieu_5,Plate_2,5.351,1.099,0.100,3,17,2,1.550,0.106,1.482
F1_1,nrt,Milieu_1,Plate_1,11.163,1.102,0.259,10.14,1,7,2.348,0.187,4.250
F1_2,nrt,Milieu_1,Plate_1,7.419,1.082,0.183,5,2,2,1.473,0.132,3.033
F1_3,nrt,Milieu_1,Plate_1,7.537,1.116,0.183,5,2,2,1.473,0.041,0.674
F1_4,nrt,Milieu_1,Plate_1,7.38,1.087,0.259,10.14,1,7,2.348,0.171,3.394
F1_5,nrt,Milieu_1,Plate_1,7.545,1.085,0.259,10.14,1,7,2.348,0.049,0.958
F1_6,nrt,Milieu_1,Plate_1,10.897,1.114,0.259,10.14,1,7,2.348,0.099,2.176
F1_7,nrt,Milieu_1,Plate_1,7.259,1.085,0.259,10.14,1,7,2.348,0.150,2.597
F1_8,nrt,Milieu_1,Plate_1,6.605,1.092,0.259,10.14,1,7,2.348,0.017,0.211
F1_9,nrt,Milieu_1,Plate_1,4.745,1.106,0.259,10.14,1,7,2.348,0.132,2.527
F1_10,nrt,Milieu_1,Plate_1,6.39,1.088,0.189,7.75,3,4,2.274,0.022,0.302
F1_11,nrt,Milieu_1,Plate_1,4.319,1.087,0.189,7.75,3,4,2.274,0.017,0.195
F1_12,nrt,Milieu_1,Plate_1,10.711,1.204,0.189,7.75,3,4,2.274,0.184,3.235
F1_13,nrt,Milieu_1,Plate_1,7.228,1.098,0.189,7.75,3,4,2.274,0.098,1.372
F1_14,nrt,Milieu_1,Plate_1,4.202,1.105,0.167,4.67,4,3,0.872,0.043,0.637
F1_15,nrt,Milieu_1,Plate_1,7.343,1.110,0.167,4.67,4,3,0.872,0.089,1.512
F1_16,nrt,Milieu_1,Plate_1,6.559,1.109,0.167,4.67,4,3,0.872,0.044,0.600
F1_17,nrt,Milieu_1,Plate_1,6.216,1.094,0.137,7,5,1,0.940,0.080,1.040
F1_18,nrt,Milieu_1,Plate_1,2.454,1.128,0.186,8.67,6,3,1.496,0.107,1.652
F1_19,nrt,Milieu_1,Plate_1,5.318,1.136,0.186,8.67,6,3,1.496,0.104,1.466
F1_20,nrt,Milieu_1,Plate_1,4.449,1.208,0.186,8.67,6,3,1.496,0.105,1.583
F2_1,nrt,Milieu_1,Plate_2,10.499,1.117,0.291,13.6,1,5,2.433,0.149,3.648
F2_2,nrt,Milieu_1,Plate_2,7.023,1.115,0.291,13.6,1,5,2.433,0.045,0.945
F2_3,nrt,Milieu_1,Plate_2,7.229,1.114,0.291,13.6,1,5,2.433,0.064,1.242
F2_4,nrt,Milieu_1,Plate_2,10.234,1.099,0.291,13.6,1,5,2.433,0.213,4.404
F2_5,nrt,Milieu_1,Plate_2,6.994,1.107,0.291,13.6,1,5,2.433,0.100,1.737
F2_6,nrt,Milieu_1,Plate_2,10.27,1.098,0.348,14.67,2,9,2.807,0.195,3.866
F2_7,nrt,Milieu_1,Plate_2,1.095,1.041,0.348,14.67,2,9,2.807,0.025,0.267
F2_8,nrt,Milieu_1,Plate_2,10.251,1.103,0.348,14.67,2,9,2.807,0.161,3.119
F2_9,nrt,Milieu_1,Plate_2,7.037,1.091,0.348,14.67,2,9,2.807,0.263,4.364
F2_10,nrt,Milieu_1,Plate_2,7.154,1.105,0.348,14.67,2,9,2.807,0.214,3.332
F2_11,nrt,Milieu_1,Plate_2,10.166,1.080,0.348,14.67,2,9,2.807,0.159,2.985
F2_12,nrt,Milieu_1,Plate_2,10.218,1.095,0.348,14.67,2,9,2.807,0.103,1.752
F2_13,nrt,Milieu_1,Plate_2,7.055,1.091,0.348,14.67,2,9,2.807,0.152,1.866
F2_14,nrt,Milieu_1,Plate_2,10.033,1.059,0.348,14.67,2,9,2.807,0.112,1.786
F2_15,nrt,Milieu_1,Plate_2,8.996,1.077,0.282,13.5,3,2,3.140,0.046,0.525
F2_16,nrt,Milieu_1,Plate_2,7.056,1.101,0.282,13.5,3,2,3.140,0.133,1.728
F2_17,nrt,Milieu_1,Plate_2,7.125,1.093,0.289,13,4,1,2.513,0.104,1.325
F2_18,nrt,Milieu_1,Plate_2,0.822,1.040,0.029,2,5,1,0.000,0.020,0.218
F2_19,nrt,Milieu_1,Plate_2,10.026,1.112,0.379,18,6,2,3.103,0.220,3.604
F2_20,nrt,Milieu_1,Plate_2,4.657,1.094,0.379,18,6,2,3.103,0.189,2.869
F3_1,nrt,Milieu_1,Plate_3,2.948,1.160,0.229,10.63,4,8,2.111,0.163,3.801
F3_2,nrt,Milieu_1,Plate_3,4.498,1.169,0.229,10.63,4,8,2.111,0.054,0.814
F3_3,nrt,Milieu_1,Plate_3,7.755,1.135,0.229,10.63,4,8,2.111,0.076,1.374
F3_4,nrt,Milieu_1,Plate_3,5.359,1.132,0.229,10.63,4,8,2.111,0.055,1.185
F3_5,nrt,Milieu_1,Plate_3,7.856,1.132,0.229,10.63,4,8,2.111,0.054,0.962
F3_6,nrt,Milieu_1,Plate_3,6.277,1.121,0.229,10.63,4,8,2.111,0.074,1.109
F3_7,nrt,Milieu_1,Plate_3,8.198,1.111,0.229,10.63,4,8,2.111,0.201,3.786
F3_8,nrt,Milieu_1,Plate_3,7.24,1.136,0.229,10.63,4,8,2.111,0.307,6.594
F3_9,nrt,Milieu_1,Plate_3,5.906,1.174,0.144,6,3,1,1.472,0.040,0.609
F3_10,nrt,Milieu_1,Plate_3,7.56,1.099,0.384,10,6,1,2.624,0.302,5.507
F3_11,nrt,Milieu_1,Plate_3,1.199,1.161,0.029,3,1,1,0.123,0.018,0.259
F3_12,nrt,Milieu_1,Plate_3,8.564,1.235,0.296,16.8,2,5,2.607,0.101,2.036
F3_13,nrt,Milieu_1,Plate_3,7.361,1.096,0.296,16.8,2,5,2.607,0.040,0.617
F3_14,nrt,Milieu_1,Plate_3,2.65,1.090,0.296,16.8,2,5,2.607,0.029,0.398
F3_15,nrt,Milieu_1,Plate_3,11.115,1.137,0.296,16.8,2,5,2.607,0.226,4.414
F3_16,nrt,Milieu_1,Plate_3,7.528,1.184,0.296,16.8,2,5,2.607,0.060,1.144
F3_17,nrt,Milieu_1,Plate_3,8.599,1.108,0.397,21.5,5,2,2.444,0.103,2.233
F3_18,nrt,Milieu_1,Plate_3,8.072,1.187,0.397,21.5,5,2,2.444,0.091,1.910
G1_1,nrt,Milieu_2,Plate_1,10.706,1.190,0.579,15.33,1,6,2.662,0.062,1.423
G1_2,nrt,Milieu_2,Plate_1,8.094,1.133,0.579,15.33,1,6,2.662,0.096,2.322
G1_3,nrt,Milieu_2,Plate_1,4.849,1.175,0.458,14,2,2,3.315,0.190,4.468
G1_4,nrt,Milieu_2,Plate_1,11.187,1.081,0.458,14,2,2,3.315,0.224,5.302
G1_5,nrt,Milieu_2,Plate_1,7.735,1.113,0.579,15.33,1,6,2.662,0.264,6.248
G1_6,nrt,Milieu_2,Plate_1,7.245,1.192,0.579,15.33,1,6,2.662,0.239,5.045
G1_7,nrt,Milieu_2,Plate_1,7.901,1.074,0.579,15.33,1,6,2.662,0.148,3.016
G1_8,nrt,Milieu_2,Plate_1,11.437,1.104,0.631,17.67,3,6,3.113,0.116,2.737
G1_9,nrt,Milieu_2,Plate_1,8.299,1.127,0.631,17.67,3,6,3.113,0.222,4.977
G1_10,nrt,Milieu_2,Plate_1,8.814,1.130,0.631,17.67,3,6,3.113,0.051,1.147
G1_11,nrt,Milieu_2,Plate_1,10.301,1.235,0.631,17.67,3,6,3.113,0.079,1.731
G1_12,nrt,Milieu_2,Plate_1,8.093,1.158,0.631,17.67,3,6,3.113,0.051,1.172
G1_13,nrt,Milieu_2,Plate_1,5.838,1.125,0.631,17.67,3,6,3.113,0.106,2.421
G1_14,nrt,Milieu_2,Plate_1,6.834,1.096,0.579,15.33,1,6,2.662,0.291,6.530
